0.136,0.875,0.506,0.2,0.136,3,19,5,35
0.318,0.95,0.634,0.452,0.318,7,15,2,38
0.095,0.85,0.473,0.138,0.095,2,19,6,34
0.19,0.9,0.545,0.276,0.19,4,17,4,36
0.381,0.9,0.64,0.485,0.381,8,13,4,36
0.224,0.895,0.56,0.31,0.224,4.8,16.6,4.2,35.8
0.364,0.85,0.607,0.444,0.364,8,14,6,34
0.409,0.9,0.655,0.514,0.409,9,13,4,36
0.476,0.925,0.701,0.588,0.476,10,11,3,37
0.476,0.75,0.613,0.488,0.476,10,11,10,30
0.238,0.85,0.544,0.312,0.238,5,16,6,34
0.393,0.855,0.624,0.469,0.393,8.4,13.0,5.8,34.2
0.409,0.775,0.592,0.45,0.409,9,13,9,31
0.273,0.875,0.574,0.364,0.273,6,16,5,35
0.333,0.925,0.629,0.452,0.333,7,14,3,37
0.524,0.925,0.724,0.629,0.524,11,10,3,37
0.476,0.975,0.726,0.625,0.476,10,11,1,39
0.403,0.895,0.649,0.504,0.403,8.6,12.8,4.2,35.8
0.5,0.925,0.712,0.611,0.5,11,11,3,37
0.5,0.975,0.738,0.647,0.5,11,11,1,39
0.286,0.925,0.605,0.4,0.286,6,15,3,37
0.476,0.8,0.638,0.513,0.476,10,11,8,32
0.524,0.75,0.637,0.524,0.524,11,10,10,30
0.457,0.875,0.666,0.539,0.457,9.8,11.6,5.0,35.0
0.5,0.85,0.675,0.564,0.5,11,11,6,34
0.455,0.975,0.715,0.606,0.455,10,12,1,39
0.381,0.95,0.665,0.516,0.381,8,13,2,38
0.333,0.925,0.629,0.452,0.333,7,14,3,37
0.429,0.95,0.689,0.562,0.429,9,12,2,38
0.419,0.93,0.675,0.54,0.419,9.0,12.4,2.8,37.2
0.545,0.9,0.723,0.632,0.545,12,10,4,36
0.364,0.95,0.657,0.5,0.364,8,14,2,38
0.524,0.975,0.749,0.667,0.524,11,10,1,39
0.571,0.85,0.711,0.615,0.571,12,9,6,34
0.286,0.975,0.63,0.429,0.286,6,15,1,39
0.458,0.93,0.694,0.568,0.458,9.8,11.6,2.8,37.2
0.364,0.95,0.657,0.5,0.364,8,14,2,38
0.545,1.0,0.773,0.706,0.545,12,10,0,40
0.667,0.925,0.796,0.737,0.667,14,7,3,37
0.476,0.925,0.701,0.588,0.476,10,11,3,37
0.524,0.9,0.712,0.611,0.524,11,10,4,36
0.515,0.94,0.728,0.628,0.515,11.0,10.4,2.4,37.6
0.545,0.975,0.76,0.686,0.545,12,10,1,39
0.409,0.975,0.692,0.563,0.409,9,13,1,39
0.524,0.875,0.699,0.595,0.524,11,10,5,35
0.571,0.925,0.748,0.667,0.571,12,9,3,37
0.619,0.9,0.76,0.684,0.619,13,8,4,36
0.534,0.93,0.732,0.639,0.534,11.4,10.0,2.8,37.2
0.5,0.975,0.738,0.647,0.5,11,11,1,39
0.545,0.95,0.748,0.667,0.545,12,10,2,38
0.667,0.95,0.808,0.757,0.667,14,7,2,38
0.429,0.925,0.677,0.545,0.429,9,12,3,37
0.524,1.0,0.762,0.688,0.524,11,10,0,40
0.533,0.96,0.746,0.661,0.533,11.4,10.0,1.6,38.4
0.455,0.95,0.702,0.588,0.455,10,12,2,38
0.591,0.95,0.77,0.703,0.591,13,9,2,38
0.286,1.0,0.643,0.444,0.286,6,15,0,40
0.571,0.825,0.698,0.6,0.571,12,9,7,33
0.571,0.925,0.748,0.667,0.571,12,9,3,37
0.495,0.93,0.712,0.6,0.495,10.6,10.8,2.8,37.2
0.591,0.9,0.745,0.667,0.591,13,9,4,36
0.409,0.9,0.655,0.514,0.409,9,13,4,36
0.619,0.975,0.797,0.743,0.619,13,8,1,39
0.571,0.9,0.736,0.649,0.571,12,9,4,36
0.714,0.975,0.845,0.811,0.714,15,6,1,39
0.581,0.93,0.755,0.677,0.581,12.4,9.0,2.8,37.2
0.591,0.925,0.758,0.684,0.591,13,9,3,37
0.727,0.925,0.826,0.78,0.727,16,6,3,37
0.429,0.875,0.652,0.514,0.429,9,12,5,35
0.571,0.95,0.761,0.686,0.571,12,9,2,38
0.667,0.95,0.808,0.757,0.667,14,7,2,38
0.597,0.925,0.761,0.684,0.597,12.8,8.6,3.0,37.0
