prediction,acc_failed,acc_passed,bal_acc,f1,recall,tn,fp,fn,tp
fea_extractor_svm_bal_acc_all1718 series_11 part3,0.818,0.786,0.802,0.783,0.818,18,4,6,22
fea_extractor_svm_bal_acc_all1718 series_11 part4,0.826,0.778,0.802,0.792,0.826,19,4,6,21
fea_extractor_svm_bal_acc_all1718 series_11 part5,0.591,0.778,0.684,0.634,0.591,13,9,6,21
fea_extractor_svm_bal_acc_all1718 series_11 MEAN,0.72,0.775,0.748,0.718,0.72,16.0,6.2,6.2,21.4
fea_extractor_svm_bal_acc_all1718 series_12 part1,0.652,0.815,0.733,0.698,0.652,15,8,5,22
fea_extractor_svm_bal_acc_all1718 series_12 part2,0.773,0.857,0.815,0.791,0.773,17,5,4,24
fea_extractor_svm_bal_acc_all1718 series_12 part3,0.727,0.893,0.81,0.78,0.727,16,6,3,25
fea_extractor_svm_bal_acc_all1718 series_12 part4,0.636,0.786,0.711,0.667,0.636,14,8,6,22
fea_extractor_svm_bal_acc_all1718 series_12 part5,0.955,0.815,0.885,0.875,0.955,21,1,5,22
fea_extractor_svm_bal_acc_all1718 series_12 MEAN,0.749,0.833,0.791,0.762,0.749,16.6,5.6,4.6,23.0
fea_extractor_svm_bal_acc_all1819 series_01 part1,0.455,0.8,0.627,0.5,0.455,10,12,8,32
fea_extractor_svm_bal_acc_all1819 series_01 part2,0.227,0.75,0.489,0.27,0.227,5,17,10,30
fea_extractor_svm_bal_acc_all1819 series_01 part3,0.238,0.925,0.582,0.345,0.238,5,16,3,37
fea_extractor_svm_bal_acc_all1819 series_01 part4,0.19,0.875,0.533,0.267,0.19,4,17,5,35
fea_extractor_svm_bal_acc_all1819 series_01 part5,0.238,0.85,0.544,0.312,0.238,5,16,6,34
fea_extractor_svm_bal_acc_all1819 series_01 MEAN,0.27,0.84,0.555,0.339,0.27,5.8,15.6,6.4,33.6
fea_extractor_svm_bal_acc_all1819 series_02 part1,0.5,0.825,0.662,0.55,0.5,11,11,7,33
fea_extractor_svm_bal_acc_all1819 series_02 part2,0.5,0.8,0.65,0.537,0.5,11,11,8,32
fea_extractor_svm_bal_acc_all1819 series_02 part3,0.381,0.725,0.553,0.4,0.381,8,13,11,29
fea_extractor_svm_bal_acc_all1819 series_02 part4,0.476,0.85,0.663,0.541,0.476,10,11,6,34
fea_extractor_svm_bal_acc_all1819 series_02 part5,0.476,0.825,0.651,0.526,0.476,10,11,7,33
fea_extractor_svm_bal_acc_all1819 series_02 MEAN,0.467,0.805,0.636,0.511,0.467,10.0,11.4,7.8,32.2
fea_extractor_svm_bal_acc_all1819 series_03 part1,0.591,0.75,0.67,0.578,0.591,13,9,10,30
fea_extractor_svm_bal_acc_all1819 series_03 part2,0.455,0.9,0.677,0.556,0.455,10,12,4,36
fea_extractor_svm_bal_acc_all1819 series_03 part3,0.524,0.775,0.649,0.537,0.524,11,10,9,31
fea_extractor_svm_bal_acc_all1819 series_03 part4,0.571,0.85,0.711,0.615,0.571,12,9,6,34
fea_extractor_svm_bal_acc_all1819 series_03 part5,0.476,0.725,0.601,0.476,0.476,10,11,11,29
fea_extractor_svm_bal_acc_all1819 series_03 MEAN,0.523,0.8,0.662,0.552,0.523,11.2,10.2,8.0,32.0
fea_extractor_svm_bal_acc_all1819 series_04 part1,0.545,0.85,0.698,0.6,0.545,12,10,6,34
fea_extractor_svm_bal_acc_all1819 series_04 part2,0.455,0.9,0.677,0.556,0.455,10,12,4,36
fea_extractor_svm_bal_acc_all1819 series_04 part3,0.571,0.775,0.673,0.571,0.571,12,9,9,31
fea_extractor_svm_bal_acc_all1819 series_04 part4,0.429,0.75,0.589,0.45,0.429,9,12,10,30
fea_extractor_svm_bal_acc_all1819 series_04 part5,0.571,0.7,0.636,0.533,0.571,12,9,12,28
fea_extractor_svm_bal_acc_all1819 series_04 MEAN,0.514,0.795,0.655,0.542,0.514,11.0,10.4,8.2,31.8
fea_extractor_svm_bal_acc_all1819 series_05 part1,0.636,0.725,0.681,0.596,0.636,14,8,11,29
fea_extractor_svm_bal_acc_all1819 series_05 part2,0.455,0.9,0.677,0.556,0.455,10,12,4,36
fea_extractor_svm_bal_acc_all1819 series_05 part3,0.619,0.925,0.772,0.703,0.619,13,8,3,37
fea_extractor_svm_bal_acc_all1819 series_05 part4,0.571,0.65,0.611,0.511,0.571,12,9,14,26
fea_extractor_svm_bal_acc_all1819 series_05 part5,0.619,0.875,0.747,0.667,0.619,13,8,5,35
fea_extractor_svm_bal_acc_all1819 series_05 MEAN,0.58,0.815,0.698,0.606,0.58,12.4,9.0,7.4,32.6
fea_extractor_svm_bal_acc_all1819 series_06 part1,0.545,0.825,0.685,0.585,0.545,12,10,7,33
fea_extractor_svm_bal_acc_all1819 series_06 part2,0.545,0.825,0.685,0.585,0.545,12,10,7,33
fea_extractor_svm_bal_acc_all1819 series_06 part3,0.381,0.75,0.565,0.41,0.381,8,13,10,30
fea_extractor_svm_bal_acc_all1819 series_06 part4,0.714,0.75,0.732,0.652,0.714,15,6,10,30
fea_extractor_svm_bal_acc_all1819 series_06 part5,0.619,0.825,0.722,0.634,0.619,13,8,7,33
fea_extractor_svm_bal_acc_all1819 series_06 MEAN,0.561,0.795,0.678,0.573,0.561,12.0,9.4,8.2,31.8
fea_extractor_svm_bal_acc_all1819 series_07 part1,0.409,0.85,0.63,0.486,0.409,9,13,6,34
fea_extractor_svm_bal_acc_all1819 series_07 part2,0.545,0.825,0.685,0.585,0.545,12,10,7,33
fea_extractor_svm_bal_acc_all1819 series_07 part3,0.667,0.8,0.733,0.651,0.667,14,7,8,32
fea_extractor_svm_bal_acc_all1819 series_07 part4,0.619,0.775,0.697,0.605,0.619,13,8,9,31
fea_extractor_svm_bal_acc_all1819 series_07 part5,0.667,0.825,0.746,0.667,0.667,14,7,7,33
fea_extractor_svm_bal_acc_all1819 series_07 MEAN,0.581,0.815,0.698,0.599,0.581,12.4,9.0,7.4,32.6
fea_extractor_svm_bal_acc_all1819 series_08 part1,0.818,0.875,0.847,0.8,0.818,18,4,5,35
fea_extractor_svm_bal_acc_all1819 series_08 part2,0.545,0.825,0.685,0.585,0.545,12,10,7,33
fea_extractor_svm_bal_acc_all1819 series_08 part3,0.524,0.8,0.662,0.55,0.524,11,10,8,32
fea_extractor_svm_bal_acc_all1819 series_08 part4,0.524,0.875,0.699,0.595,0.524,11,10,5,35
fea_extractor_svm_bal_acc_all1819 series_08 part5,0.619,0.875,0.747,0.667,0.619,13,8,5,35
fea_extractor_svm_bal_acc_all1819 series_08 MEAN,0.606,0.85,0.728,0.639,0.606,13.0,8.4,6.0,34.0
fea_extractor_svm_bal_acc_all1819 series_09 part1,0.727,0.775,0.751,0.681,0.727,16,6,9,31
fea_extractor_svm_bal_acc_all1819 series_09 part2,0.591,0.825,0.708,0.619,0.591,13,9,7,33
fea_extractor_svm_bal_acc_all1819 series_09 part3,0.81,0.75,0.78,0.708,0.81,17,4,10,30
fea_extractor_svm_bal_acc_all1819 series_09 part4,0.667,0.875,0.771,0.7,0.667,14,7,5,35
fea_extractor_svm_bal_acc_all1819 series_09 part5,0.667,0.75,0.708,0.622,0.667,14,7,10,30
fea_extractor_svm_bal_acc_all1819 series_09 MEAN,0.692,0.795,0.744,0.666,0.692,14.8,6.6,8.2,31.8
fea_extractor_svm_bal_acc_all1819 series_10 part1,0.455,0.8,0.627,0.5,0.455,10,12,8,32
fea_extractor_svm_bal_acc_all1819 series_10 part2,0.682,0.825,0.753,0.682,0.682,15,7,7,33
fea_extractor_svm_bal_acc_all1819 series_10 part3,0.619,0.775,0.697,0.605,0.619,13,8,9,31
fea_extractor_svm_bal_acc_all1819 series_10 part4,0.667,0.775,0.721,0.636,0.667,14,7,9,31
fea_extractor_svm_bal_acc_all1819 series_10 part5,0.667,0.8,0.733,0.651,0.667,14,7,8,32
fea_extractor_svm_bal_acc_all1819 series_10 MEAN,0.618,0.795,0.706,0.615,0.618,13.2,8.2,8.2,31.8
fea_extractor_svm_bal_acc_all1819 series_11 part1,0.773,0.675,0.724,0.654,0.773,17,5,13,27
fea_extractor_svm_bal_acc_all1819 series_11 part2,0.727,0.825,0.776,0.711,0.727,16,6,7,33
fea_extractor_svm_bal_acc_all1819 series_11 part3,0.81,0.875,0.842,0.791,0.81,17,4,5,35
fea_extractor_svm_bal_acc_all1819 series_11 part4,0.619,0.925,0.772,0.703,0.619,13,8,3,37
fea_extractor_svm_bal_acc_all1819 series_11 part5,0.667,0.925,0.796,0.737,0.667,14,7,3,37
fea_extractor_svm_bal_acc_all1819 series_11 MEAN,0.719,0.845,0.782,0.719,0.719,15.4,6.0,6.2,33.8
fea_extractor_svm_bal_acc_all1819 series_12 part1,0.773,0.825,0.799,0.739,0.773,17,5,7,33
fea_extractor_svm_bal_acc_all1819 series_12 part2,0.864,0.9,0.882,0.844,0.864,19,3,4,36
fea_extractor_svm_bal_acc_all1819 series_12 part3,0.571,0.725,0.648,0.545,0.571,12,9,11,29
fea_extractor_svm_bal_acc_all1819 series_12 part4,0.524,0.85,0.687,0.579,0.524,11,10,6,34
fea_extractor_svm_bal_acc_all1819 series_12 part5,0.762,0.85,0.806,0.744,0.762,16,5,6,34
fea_extractor_svm_bal_acc_all1819 series_12 MEAN,0.699,0.83,0.764,0.69,0.699,15.0,6.4,6.8,33.2
